4798.662065,,,,,,,,,,,,,,,,,,,
4847.610601,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
4819.302642,,,,,,,,,,,,,,,,,,,
5225.037303,,,,,,,,,,,,,,,,,,,
4808.625819,,,,two:,,,,,,,,,,,,,,,
5237.09757,,,,avg,4940.896509,,,,,,,,,,,,,,
4849.224229,,,,best,,,,,,,,,,,,,,,
4765.304546,,,,,244,522,423,300,94,81,51,30,22,7,6,0,3,1,222
4787.916593,,,,,1234,2145,54,45,10,19,26,17,1,8,7,21,250,666,1113
4765.304546,,,,,4765.304546,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5168.788009,,,,single,,,,,,,,,,,,,,,
5274.611699,,,,avg,4948.019126,,,,,,,,,,,,,,
4808.625819,,,,best,244,522,423,300,94,81,51,30,22,7,6,0,3,1,222
5090.196629,,,,,1234,2145,54,45,10,19,26,17,1,8,7,21,250,666,1113
4765.304546,,,,,4765.304546,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5218.471836,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4791.964812,,,,,,,,,,,,,,,,,,,
5237.09757,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4808.625819,,,,,,,,,,,,,,,,,,,
5179.570508,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
5274.611699,,,,,,,,,,,,,,,,,,,
5212.422678,,,,,,,,,,,,,,,,,,,
5119.483065,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
5090.196629,,,,,,,,,,,,,,,,,,,
5243.648748,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4849.292568,,,,,,,,,,,,,,,,,,,
5265.062764,,,,,,,,,,,,,,,,,,,
4825.322331,,,,,,,,,,,,,,,,,,,
5119.483065,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5090.196629,,,,,,,,,,,,,,,,,,,
5233.625481,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4877.843117,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4877.843117,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5211.002465,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4843.858675,,,,,,,,,,,,,,,,,,,
4926.458389,,,,,,,,,,,,,,,,,,,
5168.788009,,,,,,,,,,,,,,,,,,,
5246.964524,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4808.625819,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4808.625819,,,,,,,,,,,,,,,,,,,
5225.037303,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4817.198408,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5268.37854,,,,,,,,,,,,,,,,,,,
4840.307806,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4864.143568,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4850.555928,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5148.033994,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4808.625819,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5090.196629,,,,,,,,,,,,,,,,,,,
4798.385691,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
5146.807951,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
4808.625819,,,,,,,,,,,,,,,,,,,
5237.09757,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
4765.372885,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5236.462199,,,,,,,,,,,,,,,,,,,
5225.037303,,,,,,,,,,,,,,,,,,,
5243.648748,,,,,,,,,,,,,,,,,,,
5146.807951,,,,,,,,,,,,,,,,,,,
5274.611699,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
5243.648748,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5002.456201,,,,,,,,,,,,,,,,,,,
5243.648748,,,,,,,,,,,,,,,,,,,
5212.774044,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5268.37854,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5090.196629,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
4791.964812,,,,,,,,,,,,,,,,,,,
5267.701523,,,,,,,,,,,,,,,,,,,
5243.945859,,,,,,,,,,,,,,,,,,,
5146.807951,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5239.777975,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
4849.224229,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4798.730404,,,,,,,,,,,,,,,,,,,
5116.367599,,,,,,,,,,,,,,,,,,,
4808.625819,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5225.037303,,,,,,,,,,,,,,,,,,,
5212.422678,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
5116.367599,,,,,,,,,,,,,,,,,,,
4877.911456,,,,,,,,,,,,,,,,,,,
5238.593648,,,,,,,,,,,,,,,,,,,
5239.777975,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5212.422678,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5243.648748,,,,,,,,,,,,,,,,,,,
5272.904363,,,,,,,,,,,,,,,,,,,
5238.593648,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
5225.037303,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5236.462199,,,,,,,,,,,,,,,,,,,
5116.367599,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4877.843117,,,,,,,,,,,,,,,,,,,
5154.070366,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5167.930218,,,,,,,,,,,,,,,,,,,
5212.422678,,,,,,,,,,,,,,,,,,,
5274.611699,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5119.483065,,,,,,,,,,,,,,,,,,,
4787.149833,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
5116.367599,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
5185.114317,,,,,,,,,,,,,,,,,,,
5116.367599,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
4798.662065,,,,,,,,,,,,,,,,,,,
5146.807951,,,,,,,,,,,,,,,,,,,
4921.920119,,,,,,,,,,,,,,,,,,,
4819.302642,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4788.890839,,,,,,,,,,,,,,,,,,,
5243.945859,,,,,,,,,,,,,,,,,,,
5090.196629,,,,,,,,,,,,,,,,,,,
5090.196629,,,,,,,,,,,,,,,,,,,
4877.843117,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
4765.304546,,,,,,,,,,,,,,,,,,,
